['post+malone']	White Iverson (Remix)	intro  french montana  post malone know hear haaaaan double ot post malone new breed montana montana haaan verse 1  french montana surfin surfin surfin wavy wavy wavy started block yeah broke give choice slingin coca dealt hand dealt like poker came back 4 5 like michael jordan like jordan started rappin laughin bought spaceship bought mansion jlo hamptons dancin bought crib lake purple drank like grape bitch jump like blake diamonds lookin like steak gettin real money since young montana hook  post malone saucin saucin saucin swaggin swaggin swaggin oh ooh ballin ballin iverson watch watch watch yeah shot shot shot yeah spendin spendin fuckin pay verse 2  post malone cigarettes headband commas commas head man slumped like dead man red black bout bread man answer never question lace learn lesson bitch saucin often talkin options right walk jump jordans ballin money jumpin like davis new orleans bitch harden miss nothin fuck practice shit happens know stand never pass work magic high average ball bastards makes happy tragic make happen shaqtin prehook  post malone white iverson started ballin young gon think gone need money like ring never won won hook  post malone saucin saucin saucin swaggin swaggin swaggin oh ooh ballin ballin iverson watch watch watch yeah shot shot shot yeah spendin spendin fuckin pay verse 3  slim jxmmi yeah slim jxmmi spend get ballin limits fuck practice illest livin games gimmicks defyin physics flyin air saucin hair skrrt skrrt matte black range big diamond earrings keep nigga game ballin like ai somewhere la high secret sunday blowin bank young iverson started ballin young need money like rings never won need money rings never won sremmlife prehook  post malone white iverson started ballin young gon think gone need money like ring never won won hook  post malone saucin saucin saucin swaggin swaggin swaggin oh ooh ballin ballin iverson watch watch watch yeah shot shot shot yeah spendin spendin fuckin pay	
['post+malone']	On God (Remix)	hook  post malone might steal bitch god might pull 6 god homies shits god bitches shits god ay ay god god ay god god god god verse 1  post malone score 40 something points matter coming bench god god  ballin motherfucking knicks oh god oh god bitch know homies flexing like motherfucking bitch oh god oh god trying get rich fuck shit really making anybody sit squad squad told please got time stuck bitch sippin 40 roll swish new jordans like jr smith cross jordan hit jumper ai shit fucking bitch pay rent ray allen like jesus net dad denzel like heaven sent hook  post malone might steal bitch god might pull 6 god homies shits god bitches shits god ay ay god god ay god god god god verse 2  drake yo yo yo gotta pull ya gone make pull ya go ghost go thriller ya let hands talkin see baby girl miss feelin ya miss everything real ya everything ya feel ya cha still cha finished talkin told ya needa worry dem bitches dem fives needa listen hook  post malone might steal bitch god might pull 6 god homies shits god bitches shits god ay ay god god ay god god god god	
['post+malone']	A Thousand Bad Times	said needed ride wanted car without face girl would get far really like despite see tv know star say know know false pay price girl whatever cost cost made life hard gets thousand bad times another time tried blow house another house take anything give give gonna take lot kill bitch thank grave needed place sleep place sleep wanna meet mama prolly crazier prolly crazier gonna need thicker armor armor spend another night baby know every time fuck come back baby wanna know truth know truth ignore tell shit shit always get heart broke like needed practice foot throat till world collapsing chose law attraction yeah made life hard gets thousand bad times another time tried blow house another house take anything give give gonna take lot kill bitch thank grave needed place sleep place sleep get still want get waiting game thousand bad times another time tried blow house another house take anything give give gonna take lot kill bitch thank grave needed place sleep place sleep	
['post+malone']	Hollywood Dreams / Come Down	hollywood dreams four door rodeo getting fucked losing control bumping fleetwood tryna turn song keep asking party got flask full vodka passenger seat homie got mansion says could crash free gotta take phones let nobody see pop pill since thing eat thunder happens raining players love playing say women come go rain washes clean know know know know know got dreams hold amma let free wanna hold amma leave sun comes thunder happens raining players love playing say women come go come thought would learn thought would never come last night going hard feel heart let easy let rough let go sleep getting gon tough acting sleazy said one damn luck amma wake sun hope wake sun morning hope wake sun morning let pour let pour let pour let roll man roll zone thought fucking done iverson still balling bitches let know want everything want advance want call quits ho roll cig lil posty fuck never fuckin pull standing awe yeah bitch know thought would learn thought would never come last night going hard feel heart let easy let rough let go sleep getting gonna tough acting sleazy said one damn luck amma wake sun hope wake sun morning hope wake sun morning	
['post+malone']	White Iverson	double ot new three saucin saucin saucin swaggin swaggin swaggin oh ooh ballin ballin iverson swish ooh ayy watch watch watch yeah shot shot shot yeah spendin spendin fuckin pay got braids got hoes started rockin sleeve ball joes know concords toes shit hard rich yet know broke see like buy store white girls lovin coca like ot double ot like kd smokin og know 23s gold teeth bitch smiling bet see nosebleeds new three change new 3s white iverson started ballin young gon think gone need money like ring never won won saucin saucin saucin swaggin swaggin swaggin oh ooh ballin ballin iverson watch watch watch yeah shot shot shot yeah spendin spendin fuckin pay ooh stoney cigarettes headband commas commas head man slumped like dead man red black bout bread man answer never question lace learn lesson bitch saucin often talkin options right walk jump jordans ballin money jumpin like davis new orleans bitch harden miss nothin fuck practice shit happens know stand never pass work magic high average ball bastards makes happy tragic make happen shaqtin white iverson started ballin young gon think gone need money like ring never won won saucin saucin saucin swaggin swaggin swaggin oh ooh ballin ballin iverson watch watch watch yeah shot shot shot yeah spendin spendin fuckin pay	
['post+malone']	God Damn	god damn hell get saucin hoes cause ass dumb everyone wanna hit yum yeah yeah god damn hell get saucin hoes cause ice dumb everyone know bout bread got yeah yeah god damn bustin hoo hey keep blastin pussy god damn bustin hoo hey fucked bitch rockin stüssy yeah ooh drop em keep sauce really shit bitch dropped hit strip club blow top cause never love damn hoe life god damn hell get saucin hoes cause ass dumb everyone wanna hit yum yeah yeah god damn hell get saucin hoes cause ice dumb everyone know bout bread got yeah yeah god damn 1st okay pulled dropped top everybody looking wonder get ass big everybody looking like god damn say want nigga handle everything men topped turned around said take daddy went super saiyan flavor last forever bitches know weak lame love making money sleep excuse sir sauce back trynna run sauce need bring back god damn hell get saucin hoes cause ass dumb everyone wanna hit yum yeah yeah god damn hell get saucin hoes cause ice dumb everyone know bout bread got yeah yeah god	
['post+malone']	Otherside	waiting wide awake waves come take take right one hundred bottles good shit could even bring back feel like circling drain see remains ugly truth one hundred models could follow way hell back replace puttin like jersey know could hurt never thought would go dirty left cold inside burning way goes wish could control everybody dies alone dead yet say prayers lost faith long time ago dream nightmares guess getting used losing hope guess losing hope even wonder answer call name side save us run away still waiting wide awake waves come take take right one hundred vials denial know bring back alibi motive lying ugly truth strangers flame never make make back wall used feel invincible yeah us world somehow someway tables turned remember back played cards best hand still keep guessing wonder ever get message say prayers lost faith long time ago dream nightmares guess getting used losing hope guess losing hope even wonder answer call name side save us run away side save us run away	
['post+malone']	Congratulations (Remix)	future worked hard forgot vacation yeah never dedication yeah people said changed look made metro boomin want nigga post malone momma called seen tv son said shit done changed ever since dreamed ever since young said would nothing always say congratulations uh worked hard forgot vacation uhhuh never dedication uh people hatin say changed look made uh yeah made uh future jumpin foreign yeah hoppin somethin foreign yeah comin laughin number one paris yeah wake every mornin touch sky know gon hate know bout catch body anything came bottom envy drippin sauce tremendously promise never give em sympathy told momma money comin fast fast fast industry ones used envy turnin em instantly yeah future  amp momma called seen tv son said shit done changed ever since young dreamed city say always sell drugs say future amp post malone congratulations post malone worked hard forgot vacation uhhuh never dedication uh people hatin say changed look made uh yeah made uh post malone never friendly yeah jumping bentley yeah know sound dramatic yeah know yeah money savage yeah itching like addict yeah surrounded twenty bad bitches yuh know last year yuh everyone wanna act like important yeah mean nothing saw dough yuh yeah everyone countin drop ball yuh yeah everything custom like border yah yah fuck winning put lighters sky could make sense got millions mind coming bullshit put side balling since baby could see eyes post malone quavo momma called seen tv son said shit done changed ever since dreamed ever since young said would nothing always say congratulations congratulations worked hard forgot vacation ooh never dedication people hatin say changed look made uh yeah made uh yah quavo patient yah uh patient ayy uh scream made made everyone everywhere go say congratulations uh young nigga young nigga graduation yah pick rock ball baby ball looking someone call baby brr right got situation ayy never old benben franklins cashes big ringsooh champagne champagne life like ball game ball game instead trap though trap though pot big call super bowl super bowl super bowl call hoes brr get rolls skrrr topfloor lifestyle top huncho postyah ayymalone ayy gotta play phone aye know ayy huncho houdini gone ayy post malone momma called seen tv son said shit done changed ever since future dreamed city dreamed post malone said would nothing always say congratulations uh future quavo worked hard need medication uhhuh ooh took dedication ayy driving foreigns registration oh made ayy future dreamed young metro trust gon shoot	
['post+malone']	Allergic	wasted sunday erase monday allergic allergic gave friday went straight back sideways allergic allergic took pills drugs feel something else feel sad true friends demons one sees bad sad true give hundred million reasons could believe bad yeah fight fuck open cuts soberin never sober enough allergic allergic instead holdin holdin hard impossible love allergic allergic took pills drugs feel something else feel sad true friends demons one sees bad sad true give hundred million reasons could believe bad sad true give hundred million reasons could believe bad	
['post+malone']	Saint-Tropez	ooh yeah yeah yeah long time waiting waiting long time long time waiting waiting long time long time ooh ooh shit bliss rich turned shit ooh abs like abercrombie fitch damn ooh mille wrist versace boxers dick dick damn bud light running piss ooh yacht fifty meters insuffici— insufficient fifty carats fist fist roof go hit switch ooh bitch moneyball like bradley pitt bradley pitt yeah work hard shit shit pumping classics batmobile going bat shit long time damn waiting waiting long time long time long time long time waiting waiting long time long time sainttropez check wrist wow bought girl new necklace new necklace 123456 56 take em matter price price said sorry mama vices vices never understand life life 123456 damn shit checking bucket list bucket list try give advice need want since fetus call holiday call another day ever stopping apologies long time long time waiting waiting long time long time long time long time waiting waiting long time long time long time sainttropez check wrist	
['post+malone']	Money Made Me Do It	diamonds chain gold every 20 minutes change clothes mil label long know money made said rest peace bankroll better place dog ever see lay low start engine watch take money made said yeah said money made said yeah said money made watch yeah said money made said yeah said money made take ride wake hit gas melt face spend day counting cake dime think changed took lincoln rodeo ran like draino lots bags complain though shopping closed ooh yeah new whip pay rent ooh yeah diamonds chain gold every 20 minutes change clothes mil label long know money made said rest peace bankroll better place dog ever see lay low start engine watch take money made said yeah said money made said yeah said money made watch yeah said money made said yeah said money made 2 chainz got bandana round neck like bankroll fresh pocket full street money bout count blessing one hundred one thousand 100k one million smoke lay rap talked vision switch got diamonds like rainbow every time change clothes shawty fucked friend act like know ama buy rain coat storm might approach clown like daddy met mom circus purpose neighborhood smoking meagan good niggas got leather wood got marble floor got burglar bars door bando diamonds chain gold every 20 minutes change clothes mil label long know money made said rest peace bankroll better place dog ever see lay low start engine watch take money made said yeah said money made said yeah said money made watch yeah said money made said yeah said money made	
['post+malone']	Leave	said love love said leave left went california never comin back gotta high five brother got bloodstains bed sayin love bitch gonna drive mad said bitch gonna drive mad got looking bring say never gonna let go kept wishing would die oh whole plane ride home wish could know leave alone worship since met fell knees one would accept ya throw cross bleed seen dark cloud coming seen evil shit head rode like bitch gonna drive mad said bitch gonna drive mad got looking bring say never gonna let go kept wishing would die oh whole plane ride home wish could know leave alone got looking bring say never gonna let go kept wishing would die oh whole plane ride home wish could know leave alone	
['post+malone']	Squad	intro  post malone double cup bitches floor shaking ass whoa bring baby forgive took grab oh rocking white camo spilling ciroc ablo trying fuck millions promise stop till em verse  post malone air jordans ripped jeans black gold teeth put og codeine bitch thirsty said oh lambo mercy fuck police tryna search smoke juju tryna curse fuck motherfucker tryna hurt get smart quick unzip way much zip undid zip much zip man fuck business young post get bills quick gold chains young white slick rick boy graining new whip drink 40s till feel sick hook  post malone got drugs drugs drugs drugs drugs got bars bars bars ars bad bitch car squad squad bitch squad bitch squad bitch squad bitch squad bitch squad bitch squad	
['post+malone']	Psycho	post malone damn ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload come tony romo clowns bozos ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload act like friend rollin ends though stuck friend zone tell fourfive fifth ayy hunnid bands inside shorts dechino shit ayy try stuff even fit ayy know shits ever since jit ayy made first million like shit ayy 30 walk man bitch lit ayy many bottles gave ugly girl sip window benzo get seen rent like whoa man neck goddamn cold diamonds wet tshirt soaked got homies let go oh money thick ever fold said hold ever tell damn ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload come tony romo clowns bozos ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload act like friend rollin ends though ty dolla ign ap goin psycho rollie goin brazy hittin lil mama wanna babies fifty pinky chain stanky see whip promise take yo bitch dolla ridin old school chevy drop top boolin thotthot gon give toptop one switch make ass drop hey uh take smoke shop gon get high ayy gon hit rodeo dial valentino gon hit pico take take slums happen overnight diamonds real bright saint laurent jeans still vans though vvss put necklace girl look beautiful tonight stars roof matching jewelry post malone damn ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload come tony romo clowns bozos ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload act like friend rollin ends though	
['post+malone']	Up There	woooohoohoohooh woooohoohoohooh wooooh woooohoohoohooh woooohoohoohooh took ride dead night told everything okay try understand standin girl drivin crazy yeah freezin fuckin cold dead night heat come ashtray might well get high hell keep actin like everything phase yeah take way top baby even tell stop baby take way sky baby baby wanna go ever wanna come wanna see actin like got figured wanna go ever wanna come wanna see must better hell ground woooohoohoohooh woooohoohoohooh wooooh woooohoohoohooh woooohoohoohooh freezin fuckin cold dead night ama drop top rogaine skrrt skrrt skrrt might sound irrelevant prefer stack chips everything fallin backwoods religious look sky pray anyone holy drinkin way much man got blues baby hold yeah take way top baby even tell stop baby take way sky baby baby wanna go ever wanna come wanna see actin like got figured wanna go ever wanna come wanna see must better hell ground wanna go ever wanna come wanna see actin like got figured wanna go ever wanna come wanna see must better hell ground	
['post+malone']	Zack And Codeine	man life sweet feel like cody cody wake rinse mouth fuckin codeine codeine thirty bottles yeah bill livin fast take slowly slowly man life sweet feel like codeine codeine wake rinse mouth codeine codeine bender gettin sleep sleep turned hotel lobby party whippin fo whip beetle rock saint laurent beater like stunt like evel knievel ooh mean nothing without people step stage hands sky every little thing always analyze gave bitch little blow come alive started dancing table like mine fuck nobody yeah already know take save soul fuck nobody yeah already know please leave alone man life sweet feel like cody cody wake rinse mouth fuckin codeine codeine thirty bottles yeah bill livin fast take slowly slowly man life sweet feel like codeine codeine wake rinse mouth codeine codeine bender gettin sleep sleep turned hotel lobby party made hundred bands hands friend handouts raps sound sayin blame see tv multimillionaire time 23 gettin sleep ragin week hit number one even hit peak tell fuck nobody yeah already know take save soul fuck nobody yeah already know please leave alone man life sweet feel like cody cody wake rinse mouth fuckin codeine codeine thirty bottles yeah bill livin fast take slowly slowly man life sweet feel like codeine codeine wake rinse mouth codeine codeine bender gettin sleep sleep turned hotel lobby party sleepin sleepin sleepin sleepin tonight sleepin sleepin way pour drink sleepin tonight	
['post+malone']	Hollywood's Bleeding	hollywoods bleeding vampires feeding darkness turns dust everyones gone ones leaving nobody left us tryna chase feeling never feel riding last train home dying sleep living dream make alone keep hoping call say wanna see right never took time get know scared losing something never found running reasons let go yeah hollywood bleeding call home outside winter sky turning grey city smoke ash rains howl moon go sleep day love everybody til drugs fade away morning blocking sun shades gotta check pulse tell okay seem like dying young honor funeral wonder go eyes show like see closing let em sharpen teeth handle blood lambo wish could go losing hope light candle palo santo demons wish could go keep hoping call say wanna see right never took time get know scared losing something never found running reasons let go yeah hollywood bleeding call home	
['post+malone']	Go Flex	lighting stog stog choke smoke tell quit listen told help forget world cold even know chasin tell want keep searchin never enough cup cup blunt blunt would give one could find fuck ha ha ha cut put mamma bitch called talkin bout drama swear time women come either pussy commas man wanna go flex gold teeth neck stone cold flex squad smokin check man wanna go flex gold teeth neck stone cold flex squad smokin check push gas get motherfuckin nose bleed never met youngin like got man says really like doin things excite sendin friends snaps new tracks hoes know come next hit plug got paper connect drop couple bands wanna go man wanna go flex gold teeth neck stone cold flex squad smokin check man wanna go flex gold teeth neck stone cold flex squad smokin check knowing make difference talking shit ones listen come heat man swear never missing still swear never switching knowing make difference talking shit ones listen come heat man swear never missing still swear never switching man wanna go flex gold teeth neck stone cold flex squad smokin check man wanna go flex gold teeth neck stone cold flex squad smokin check man wanna go flex gold teeth neck stone cold flex cold flex	
['post+malone']	Stay	true know said want fuck pour another drink tell think know drunk talk right put cigarette face beautiful please woman break back put misery tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay little longer convince tell things every time make truth fadin everybodys blind views amazin damn right little conversation figure intoxication carry motivation never wrong hell gonna make maybe used tell like play lose chasin pain excuse love shit break back put misery tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay	
['post+malone']	I Fall Apart	ooh fall apart ooh yeah mmm told enough yeah left broken heart yeah fooled twice fault yeah cut deep left scarred yeah many thoughts goin brain yeah takin shots like novocaine yeah ooh fall apart core ooh fall apart core ooh know surprised caught guard damn jewelry bought shorty thought never caught feelin hard harder liquor pour tell want let go everybody told feelin like sold soul devil form whore devil form whore said said said shit would together ooh fall apart core ooh fall apart core ooh know surprised caught guard damn jewelry bought shorty thought ice keep pourin drink keep flowin try brush keep goin covered scars help showin whippin foreign tears keep blowin ice keep droppin drink keep flowin try brush keep goin scars help showin whippin foreign tears keep blowin yeah ooh fall apart core ooh fall apart core ooh know surprised caught guard damn jewelry bought shorty thought	
['ariana+grande']	thank u	 next	thought would end sean match wrote songs ricky listen laugh even almost got married pete thankful wish could say thank malcolm angel one taught love one taught patience one taught pain amazing say loved lost see look got look taught say thank next next thank next next thank next fuckin grateful ex thank next next thank next next thank next next fuckin spend time friends worried bout nothin plus met someone else havin better discussions know say move fast one gon last name ari good good taught love love taught patience patience handles pain pain shit amazing yeah amazing loved lost yeah yeah see yeah yeah look found yeah yeah need searching say thank next thank next thank next thank next thank next thank fuckin grateful ex thank next thank next thank next said thank next thank next next fuckin grateful ex thank next thank next thank next fucking one day walk aisle holding hands mama thanking dad grew drama wanna real bad gon make shit last god forbid something happens least song smash song smash got much love love got much patience patience learned pain pain turned amazing turned amazing say loved lost yeah yeah see yeah yeah look found yeah yeah need searching say thank next thank next thank next thank next thank next fuckin grateful ex thank next thank next thank next said thank next thank next next fuckin grateful ex thank next thank next thank next yeah yee thank next thank next thank next yeah yee
