post malone,God Damn,god damn hell get saucin hoes cause ass dumb everyone wanna hit yum yeah yeah god damn hell get saucin hoes cause ice dumb everyone know bout bread got yeah yeah god damn bustin hoo hey keep blastin pussy god damn bustin hoo hey fucked bitch rockin stüssy yeah ooh drop em keep sauce really shit bitch dropped hit strip club blow top cause never love damn hoe life god damn hell get saucin hoes cause ass dumb everyone wanna hit yum yeah yeah god damn hell get saucin hoes cause ice dumb everyone know bout bread got yeah yeah god damn 1st okay pulled dropped top everybody looking wonder get ass big everybody looking like god damn say want nigga handle everything men topped turned around said take daddy went super saiyan flavor last forever bitches know weak lame love making money sleep excuse sir sauce back trynna run sauce need bring back god damn hell get saucin hoes cause ass dumb everyone wanna hit yum yeah yeah god damn hell get saucin hoes cause ice dumb everyone know bout bread got yeah yeah god
post malone,Congratulations (Remix),future worked hard forgot vacation yeah never dedication yeah people said changed look made metro boomin want nigga post malone momma called seen tv son said shit done changed ever since dreamed ever since young said would nothing always say congratulations uh worked hard forgot vacation uhhuh never dedication uh people hatin say changed look made uh yeah made uh future jumpin foreign yeah hoppin somethin foreign yeah comin laughin number one paris yeah wake every mornin touch sky know gon hate know bout catch body anything came bottom envy drippin sauce tremendously promise never give em sympathy told momma money comin fast fast fast industry ones used envy turnin em instantly yeah future  amp momma called seen tv son said shit done changed ever since young dreamed city say always sell drugs say future amp post malone congratulations post malone worked hard forgot vacation uhhuh never dedication uh people hatin say changed look made uh yeah made uh post malone never friendly yeah jumping bentley yeah know sound dramatic yeah know yeah money savage yeah itching like addict yeah surrounded twenty bad bitches yuh know last year yuh everyone wanna act like important yeah mean nothing saw dough yuh yeah everyone countin drop ball yuh yeah everything custom like border yah yah fuck winning put lighters sky could make sense got millions mind coming bullshit put side balling since baby could see eyes post malone quavo momma called seen tv son said shit done changed ever since dreamed ever since young said would nothing always say congratulations congratulations worked hard forgot vacation ooh never dedication people hatin say changed look made uh yeah made uh yah quavo patient yah uh patient ayy uh scream made made everyone everywhere go say congratulations uh young nigga young nigga graduation yah pick rock ball baby ball looking someone call baby brr right got situation ayy never old benben franklins cashes big ringsooh champagne champagne life like ball game ball game instead trap though trap though pot big call super bowl super bowl super bowl call hoes brr get rolls skrrr topfloor lifestyle top huncho postyah ayymalone ayy gotta play phone aye know ayy huncho houdini gone ayy post malone momma called seen tv son said shit done changed ever since future dreamed city dreamed post malone said would nothing always say congratulations uh future quavo worked hard need medication uhhuh ooh took dedication ayy driving foreigns registration oh made ayy future dreamed young metro trust gon shoot
post malone,Money Made Me Do It,diamonds chain gold every 20 minutes change clothes mil label long know money made said rest peace bankroll better place dog ever see lay low start engine watch take money made said yeah said money made said yeah said money made watch yeah said money made said yeah said money made take ride wake hit gas melt face spend day counting cake dime think changed took lincoln rodeo ran like draino lots bags complain though shopping closed ooh yeah new whip pay rent ooh yeah diamonds chain gold every 20 minutes change clothes mil label long know money made said rest peace bankroll better place dog ever see lay low start engine watch take money made said yeah said money made said yeah said money made watch yeah said money made said yeah said money made 2 chainz got bandana round neck like bankroll fresh pocket full street money bout count blessing one hundred one thousand 100k one million smoke lay rap talked vision switch got diamonds like rainbow every time change clothes shawty fucked friend act like know ama buy rain coat storm might approach clown like daddy met mom circus purpose neighborhood smoking meagan good niggas got leather wood got marble floor got burglar bars door bando diamonds chain gold every 20 minutes change clothes mil label long know money made said rest peace bankroll better place dog ever see lay low start engine watch take money made said yeah said money made said yeah said money made watch yeah said money made said yeah said money made
post malone,Psycho,post malone damn ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload come tony romo clowns bozos ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload act like friend rollin ends though stuck friend zone tell fourfive fifth ayy hunnid bands inside shorts dechino shit ayy try stuff even fit ayy know shits ever since jit ayy made first million like shit ayy 30 walk man bitch lit ayy many bottles gave ugly girl sip window benzo get seen rent like whoa man neck goddamn cold diamonds wet tshirt soaked got homies let go oh money thick ever fold said hold ever tell damn ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload come tony romo clowns bozos ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload act like friend rollin ends though ty dolla ign ap goin psycho rollie goin brazy hittin lil mama wanna babies fifty pinky chain stanky see whip promise take yo bitch dolla ridin old school chevy drop top boolin thotthot gon give toptop one switch make ass drop hey uh take smoke shop gon get high ayy gon hit rodeo dial valentino gon hit pico take take slums happen overnight diamonds real bright saint laurent jeans still vans though vvss put necklace girl look beautiful tonight stars roof matching jewelry post malone damn ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload come tony romo clowns bozos ap goin psycho lil mama bad like michael really trust nobody jewelry roof look like noshow got diamonds boatload act like friend rollin ends though
post malone,Up There,woooohoohoohooh woooohoohoohooh wooooh woooohoohoohooh woooohoohoohooh took ride dead night told everything okay try understand standin girl drivin crazy yeah freezin fuckin cold dead night heat come ashtray might well get high hell keep actin like everything phase yeah take way top baby even tell stop baby take way sky baby baby wanna go ever wanna come wanna see actin like got figured wanna go ever wanna come wanna see must better hell ground woooohoohoohooh woooohoohoohooh wooooh woooohoohoohooh woooohoohoohooh freezin fuckin cold dead night ama drop top rogaine skrrt skrrt skrrt might sound irrelevant prefer stack chips everything fallin backwoods religious look sky pray anyone holy drinkin way much man got blues baby hold yeah take way top baby even tell stop baby take way sky baby baby wanna go ever wanna come wanna see actin like got figured wanna go ever wanna come wanna see must better hell ground wanna go ever wanna come wanna see actin like got figured wanna go ever wanna come wanna see must better hell ground
post malone,Zack And Codeine,man life sweet feel like cody cody wake rinse mouth fuckin codeine codeine thirty bottles yeah bill livin fast take slowly slowly man life sweet feel like codeine codeine wake rinse mouth codeine codeine bender gettin sleep sleep turned hotel lobby party whippin fo whip beetle rock saint laurent beater like stunt like evel knievel ooh mean nothing without people step stage hands sky every little thing always analyze gave bitch little blow come alive started dancing table like mine fuck nobody yeah already know take save soul fuck nobody yeah already know please leave alone man life sweet feel like cody cody wake rinse mouth fuckin codeine codeine thirty bottles yeah bill livin fast take slowly slowly man life sweet feel like codeine codeine wake rinse mouth codeine codeine bender gettin sleep sleep turned hotel lobby party made hundred bands hands friend handouts raps sound sayin blame see tv multimillionaire time 23 gettin sleep ragin week hit number one even hit peak tell fuck nobody yeah already know take save soul fuck nobody yeah already know please leave alone man life sweet feel like cody cody wake rinse mouth fuckin codeine codeine thirty bottles yeah bill livin fast take slowly slowly man life sweet feel like codeine codeine wake rinse mouth codeine codeine bender gettin sleep sleep turned hotel lobby party sleepin sleepin sleepin sleepin tonight sleepin sleepin way pour drink sleepin tonight
post malone,Hollywoods Bleeding,hollywoods bleeding vampires feeding darkness turns dust everyones gone ones leaving nobody left us tryna chase feeling never feel riding last train home dying sleep living dream make alone keep hoping call say wanna see right never took time get know scared losing something never found running reasons let go yeah hollywood bleeding call home outside winter sky turning grey city smoke ash rains howl moon go sleep day love everybody til drugs fade away morning blocking sun shades gotta check pulse tell okay seem like dying young honor funeral wonder go eyes show like see closing let em sharpen teeth handle blood lambo wish could go losing hope light candle palo santo demons wish could go keep hoping call say wanna see right never took time get know scared losing something never found running reasons let go yeah hollywood bleeding call home
post malone,Go Flex,lighting stog stog choke smoke tell quit listen told help forget world cold even know chasin tell want keep searchin never enough cup cup blunt blunt would give one could find fuck ha ha ha cut put mamma bitch called talkin bout drama swear time women come either pussy commas man wanna go flex gold teeth neck stone cold flex squad smokin check man wanna go flex gold teeth neck stone cold flex squad smokin check push gas get motherfuckin nose bleed never met youngin like got man says really like doin things excite sendin friends snaps new tracks hoes know come next hit plug got paper connect drop couple bands wanna go man wanna go flex gold teeth neck stone cold flex squad smokin check man wanna go flex gold teeth neck stone cold flex squad smokin check knowing make difference talking shit ones listen come heat man swear never missing still swear never switching knowing make difference talking shit ones listen come heat man swear never missing still swear never switching man wanna go flex gold teeth neck stone cold flex squad smokin check man wanna go flex gold teeth neck stone cold flex squad smokin check man wanna go flex gold teeth neck stone cold flex cold flex
post malone,Stay,true know said want fuck pour another drink tell think know drunk talk right put cigarette face beautiful please woman break back put misery tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay little longer convince tell things every time make truth fadin everybodys blind views amazin damn right little conversation figure intoxication carry motivation never wrong hell gonna make maybe used tell like play lose chasin pain excuse love shit break back put misery tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay
post malone,I Fall Apart,ooh fall apart ooh yeah mmm told enough yeah left broken heart yeah fooled twice fault yeah cut deep left scarred yeah many thoughts goin brain yeah takin shots like novocaine yeah ooh fall apart core ooh fall apart core ooh know surprised caught guard damn jewelry bought shorty thought never caught feelin hard harder liquor pour tell want let go everybody told feelin like sold soul devil form whore devil form whore said said said shit would together ooh fall apart core ooh fall apart core ooh know surprised caught guard damn jewelry bought shorty thought ice keep pourin drink keep flowin try brush keep goin covered scars help showin whippin foreign tears keep blowin ice keep droppin drink keep flowin try brush keep goin scars help showin whippin foreign tears keep blowin yeah ooh fall apart core ooh fall apart core ooh know surprised caught guard damn jewelry bought shorty thought
ariana grande,Side To Side,ariana grande amp nicki minaj night ariana day nicki minaj boy got walkin side side let hoes know ariana grande talkin ya see standing body feeling like wanna rock body gotta think bout nothin bout nothin comin ya know got bad reputation matter give temptation gotta think bout nothin bout nothin friends keep talkin way much say give hear night day boy got walkin side side night day boy got walkin side side side side tryna hide baby gonna hurt know makin everybody think solo long know got got boy got ya tonight making deals devil know gonna get trouble long know got friends keep talkin way much say give hear night day boy got walkin side side side side night night baby day day baby boy got walkin side side side side nicki minaj new style fresh type flow wrist icicle ride dick bicycle come true yo get type blow wanna minaj got tricycle bitches flows minime body smoking call young nicki chimney rappers feelings feelin uh ii give zero fucks got zero chill kissing copped blue box say tiffany curry shot tell em call stephanie gun pop make gum pop queen rap young ariana run pop ariana grande friends keep talkin way much say give hear night day boy got walkin side side side side night night baby day day baby boy got walkin side side side side nicki minaj new style fresh type flow wrist icicle ride dick bicycle come true yo get type blow wanna minaj got tricycle
ariana grande,Everyday,ariana grande anytime alone help thinking want need see giving good shit make quit good shit giving good shit make quit good shit ariana grande future oh give everyday everyday everyday every give everyday everyday everyday every oh give everyday everyday everyday every give everyday everyday everyday every ariana grande anytime anywhere baby boy misbehave breathe breathe feel running veins giving good shit make quit good shit giving good shit make quit good shit ariana grande future oh give everyday everyday everyday every give everyday everyday everyday every oh give everyday everyday everyday every give everyday everyday everyday every ariana grande future make go la la la la la la la la la la la la la la everyday every la la la la la la la la la la la la la la everyday every future put work everyday night fall til sun come done fell love bad guy compromise passion know tripping making mistakes made many past right fight things believe got body put drive baby like got keys bout take us vacation bout put vintage loving baby like late 80s ride baby rotate ariana grande giving good shit make quit good shit ariana grande future oh give everyday everyday everyday every give everyday everyday everyday every oh give everyday everyday everyday every give everyday everyday everyday every ariana grande future make go la la la la la la la la la la la la la la everyday every la la la la la la la la la la la la la la everyday every ariana grande future give got oh give everyday got
ariana grande,Let Me Love You,ariana grande broke ex single really know next even trippin amma chill sit back know coming right left left left broke ex one feeling laying chest good conversation got holding breath normally say goddamn best best best feels right promise mind feels right promise stay night let looooooolove let looooooolove let looooooolove let looooooolove laying chest thinkin bout boy guess something keeps telling better rest tryna rush goddamn mess mess mess feels right promise mind feels right promise stay night let looooooolove let looooooolove let looooooolove let looooooolove lil wayne say girl need hot boy say need stop fuckin thots boy say need real nigga said yes lord need ex triple x large okay ariana lil mama goodbye good girl ex tripping biggie 2pac shook laid new thing lay head new chain mood change name change lil wayne ooh wayne oh lord grinding grande oh lord drowning gonna need coast guard comes nigga give amnesia looking love says single feature oh god ariana grande amp lil wayne good time love baby let looooooolove tunechi mula baby let looooooolove time love yeah yeah ah let looooooolove looking love looking love let looooooolove looking love looking love baby let looooooolove looking love let looooooolove looking love babe looking love looking love amma give love gon gimme love looking love boy looking love baby amma give love amma give amma give
ariana grande,Got Her Own,girls keep lit come buy table bar want tryna front used ladies building probably making might got money bet got know independent leave alone already know know know know know already know know know know know could still get though could still get could still get uhhuh wit though wit still get uhhuh know know know know know know know know know got throwing money yeah yeah yeah could rather spend yeah yeah yeah new shoes baby mind putting newnew ladies building probably making might got money bet got know independent leave alone already know know know know know already know know know know know could still get though could still get could still get uhhuh wit though wit could still get uhhuh know know know know know know know know know got might got money bet got yeah might got might got might got might got might got money bet got yeah
ariana grande,Let It Rain,let rain whole life fulfilled ah oh ah oh well think getting dark baby thanks need yellow umbrella ever right ah oh ah oh well better get car could move wait skies open heart let rain let sun shines let rain gotta deal anyway let rain let rain  life fulfilled let rain imma let rain yeah let sun shines let rain gotta deal anyway let rain let rain let rain oh let rain whole life fulfilled
ariana grande,Not Just On Christmas,love till die boy every day life celebrate baby adore christmas wanna show many ways 365 days give presents boy christmas baby whether rain shine naughty nice side love till die boy every day life celebrate baby adore christmas baby whether rain shine naughty nice side
ariana grande,Baby I,baby got love thee deep inside know start love anything words even touch heart try explain sounding insane words ever come right get tongue tied twisted explain feeling must say baby baby baby baby ooh baby oh baby baby baby ooh baby baby tryna say everything baby everytime try say words complicate baby baby ohohohoh baby matter real talk around baby feeling even knew feelings try explain sounding lil crazy words ever come right get tongue tied twisted explain feeling say baby baby baby baby ooh baby oh baby baby baby ooh baby baby tryna say everything baby everytime try say words complicate baby baby ohohohoh straight got could sure hope know even possible love word love say better explaining keep saying baby ooh baby oh baby baby baby ooh baby baby tryna say everything baby everytime try say words complicate baby baby ohohohoh
ariana grande,Better Left Unsaid,told get life need ya alright things better left unsaid tell truth hit hard broken heart things better left unsaid swore would never say miss every day things better left unsaid better left unsaid said said ohoohwhoaoohohoh gonna say things like shut kiss ohoohwhoaoohohoh tonight gonna lose things play kiss wanna party put hands put hands put hands play kiss ohoohwhoaoohohoh tonight say things play kiss babe could tell lie blame tonight many drinks many reasons things better left unsaid swore would never say miss every day things better left unsaid better left unsaid said said ohoohwhoaoohohoh gonna say things like shut kiss ohoohwhoaoohohoh tonight gonna lose things play kiss wanna party put hands put hands put hands play kiss ohoohwhoaoohohoh tonight say things play kiss babe wanna party put hands put hands put hands play kiss ohoohwhoaoohohoh tonight say things play kiss wanna party put hands put hands put hands wanna party put hands put hands put hands tell lie blame tonight many drinks many reasons things better left unsaid
ariana grande,needy,take long hit back promise react say least wait lately roller coaster tryna get hold emotions know need close ama scream shout love passionate give fucks admit lil messed hide dressed obsessive love hard good overthinking heart even think got far far needy way damn needy needy tell good feels needed needy hard please know feels good needed sorry lot yeah sorry think enough sorry say sorry way much go ahead call selfish selfish damage can’t help help trust need touch ama scream shout love passionate give fucks admit lil messed hide dressed obsessive love hard good overthinking heart even think got far far needy way damn needy needy tell good feels needed needy hard please know feels good needed
ariana grande,Just A Little Bit Of Your Heart,ever ask feel need know even think straight tell still fool fool little bit heart little bit heart little bit heart want little bit heart little bit heart little bit asking ever tell really feel cause find words say mean nothings ever easy say know still fool cause fool little bit heart little bit heart little bit heart want little bit heart little bit heart little bit asking little bit mmm yeah yeah yeah yeah know least one heard little love better none oh babe little bit heart little bit heart little bit heart want little bit heart little bit heart little bit asking little bit heart little bit heart little bit baby little bit heart want want little bit heart little bit little bit heart little bit asking
ariana grande,Pete Davidson,mmm yeah yuh thought life whoa look mind yeah better place time align universe must back fell sky lap know know soulmate like ooh ooh whole life got ready ooh got happy happy ama happy happy yeah ama happy happy get crying yeah gonna happy happy ama happy happy ama happy happy yeah gonna happy happy ama happy happy ama happy happy yeah gonna happy happy ama happy happy ama happy happy
ariana grande,Voodoo Love,gonna mix potion make special drink mm hm little sip never gonna know hit yeah uh huh talkin bout movies need happy end wanna make love stay thick thin gonna use magic might feel little drunk try leave lock trunk gonna witch stick pin right voodoos addicting  three silver spoons brandy wine frog little thyme  baby mine voodoo love aw yeah  voodoo love oh yeah boy really knew one moment saw eyes mm hm strong wise sweet quiet yeah type  mm hm talkin bout movies need happy end wanna make love shiny prince gonna use magic might feel little high enchanted feel alive  gonna witch stick pin right voodoos addicting  three silver spoons brandy wine frog little thyme  baby mine voodoo love aw yeah  voodoo love aw yeah always get want boy really want say yes second guess power voodoo love voodoo love voodoo love gonna witch stick pin right voodoos addicting  three silver spoons brandy wine frog little thyme  baby mine voodoo love aw yeah  voodoo love aw yeah
ariana grande,R.E.M.,mhm last night boy met yeah asleep sleep dream mmm woah day like yeah believe believe believe dream speak move wanna wake wake wake wake wanna wake oh wake wake wake boy dream believe ayy boy dream excuse um love know way start conversation trouble watch girls come bug felt like knew wanted hug plus know way around stop playing worries lay em shh say loud real baby bum bum bum bum bum bum bum bum bum bum bum like love starts conversation like nobody picture cut hide get mind mhm tried want stand yell never dare tell think heard wedding bells shh keep real real speak move wanna wake wake wake wake wanna wake oh wake wake wake dream believe dream mmm boy could buy anything cannot buy boy gets smart would never try know thinking happened see dreams psh knew know treat know eat know beat know keep good housekeeping seal bum bum bum bum bum bum bum bum bum bum bum wanna touch tryna turn two single people couple next month like tell ya leave right boy need duffle la perla let vickie keep secret boy secret know gonna peep oh speak move wanna wake wake wake wawake wake wake wake wawake oh wanna dream end believe dream mmm boy
